Inspektions-ID;Videoname;Videozeitpunkt (h:min:sec);Meter ab Rohrbeginn;Schadenskürzel;Schadensbeschreibung;Rohrmaterial;Rohrprofil;Inspekteur-Name;Rohrhöhe (mm);Rohrbreite (mm);Kamera-Schwenkneigung (Grad);Kamera-Drehneigung (Grad);Videopfad;Videohash;Kmd-Pfad
4103;F4PU7_45340D01.MPG;00:04:09;13.45;BAG;;Beton;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Max Boegl\Sonthofen Deformationsmessung vom 06.10.-25.10.2019\Sichtversion 001\bin\F4PU7_45340D01.MPG;1068551591;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Max Boegl\Sonthofen Deformationsmessung vom 06.10.-25.10.2019\Sichtversion 001\bin\MESSDAT\Def-Sont\hofen\F4PU7_45340D01.kmd
100235;T2 1.313I06102016.mpg;00:04:52;24.16;BCAGA;unbekannter Anschluss, offen;Nichtidentifizierter Kunststoff;Kreisprofil;Michael Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Ravensburg\Ravensburg, Oberzell vom 28.09.-06.10.2016\digitale Filme\T2 1.313I06102016.mpg;1531278811;
132372;_1024D__.mpg;00:09:19;24.1;BCAGA;unbekannter Anschluss, offen;Beton;;Michael Gurschler;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Wangen\Wangen vom 07.09.-06.10.2015\Daten TV II\Sichtung\Projects\Stadt Wangen Innenstadt\Video\_1024D__.mpg;785719597;
120262;64050150.MPG;00:05:19;34.3;BCAGA;unbekannter Anschluss, offen;Beton;Eiförmig;Dorr/Akpinar;900;600;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Stadt Erlangen\Daten KW27\Filme Sfar, Akpinar\64050150.MPG;3478372857;
120064;04250300.MPG;00:01:38;2.5;BCAGA;unbekannter Anschluss, offen;Beton;Eiförmig;Dorr/Alker;750;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Stadt Erlangen\Daten KW26\Filme Alker\04250300.MPG;3803880445;
93359;_OSRK10D09202323__.mpg;00:03:23;4.96;BCAGA;unbekannter Anschluss, offen;Beton;Kreisprofil;Michael Gurschler;200;200;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Fa. Geiger Kanaltechnik GmbH & Co. KG\Osterzell, Sanierungsabnahme vom 21.11.-22.11.2016\Sichtversion 001\_OSRK10D09202323__.mpg;875716399;
100273;T2 33.20I28092016.mpg;00:10:00;27.9;BCBZZ;;Nichtidentifizierter Kunststoff;Kreisprofil;Michael Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Ravensburg\Ravensburg, Oberzell vom 28.09.-06.10.2016\digitale Filme\T2 33.20I28092016.mpg;733627894;
109034;F416PH47560E0F.MPG;00:02:12;7.26;BCBZZ;;Steinzeug;Kreisprofil;Dorr/Seidl;250;250;-50.0;290.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. ZAK GmbH\Kempten, Deponie Ursulasried vom 25.05.-27.05.2020\Sichtversion 001\bin\F416PH47560E0F.MPG;848463772;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. ZAK GmbH\Kempten, Deponie Ursulasried vom 25.05.-27.05.2020\Sichtversion 001\bin\MESSDAT\Deponie_\Ursulas\F416PH47560E0F.kmd
131018;F4M91_31040100.MPG;00:05:08;34.1;BCBZZ;;Polyethylen hoher Dichte;Kreisprofil;Dorr/Möhring;240;240;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Kaufbeuren, Entsorgung\2015\DVD 256\KF, Peter-Schegg-Str. vom 17,11,2015\Haltungen\F4M91_31040100.MPG;3223401153;
140540;F4P96_28960802.MPG;02:03:11;35.3;BCBZZ;;Stahlbeton;Kreisförmig;Dorr/Alker;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Kirchheim Teck\2015\Kirchheim unter Teck, Kernstadt, Partielle Sanierung 2008 vom 21.04.-30.04.2015\Sichtversion 001\F4P96_28960802.MPG;1175614154;
131297;F4YJ2_31830107.MPG;00:09:52;28.7;BCBZZ;;Beton;Kreisförmig;Dorr/Möhring;250;250;-78.0;339.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Kirchheim u. Teck\2016\Kirchheim u. Teck, Gewährleistung 2010 offene Sanierung vom 02.02.-12.02.2016\Sichtversion 001\F4YJ2_31830107.MPG;470114046;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Kirchheim u. Teck\2016\Kirchheim u. Teck, Gewährleistung 2010 offene Sanierung vom 02.02.-12.02.2016\Sichtversion 001\MESSDAT\Kirchhei\mI2016\F4YJ2_31830107.kmd
105625;F4SKS_47280301.MPG;00:13:11;45.5;BABAA;;Beton;Kreisförmig;Stegnitz;700;700;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Allgäu Airport GmbH\Memmingen, Allgäu Airport vom 27.04.-30.04.2020\Sichtversion 001\bin\F4SKS_47280301.MPG;241478008;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Allgäu Airport GmbH\Memmingen, Allgäu Airport vom 27.04.-30.04.2020\Sichtversion 001\bin\MESSDAT\Flughafe\n_MM\F4SKS_47280301.kmd
109896;F412OU4805080B.MPG;00:05:12;20.14;BABAA;;Beton;Kreisprofil;Dorr/Alker;600;600;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Gemeinde Lauben\Lauben, Ringweg, -str. vom 13.07.-14.07.2020\Sichtversion 001\bin\F412OU4805080B.MPG;3109026211;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Gemeinde Lauben\Lauben, Ringweg, -str. vom 13.07.-14.07.2020\Sichtversion 001\bin\MESSDAT\Lauben20\20\F412OU4805080B.kmd
22982;H_56260520.mpg;00:00:59;2.1;BABAA;;Steinzeug;Kreisprofil;M.Mangold;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Tübingen\Tübingen EKVO2018 vom\Tübingen 2018~2F1\H_56260520.mpg;2644242532;
22007;411E2I20082019.MPG;00:04:19;15.86;BABAA;;Stahlbeton;Kreisprofil;Gurschler;500;500;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\digitale Filme\411E2I20082019.MPG;916675306;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg19_2\411E2I20082019.kmd
130564;F21A1130700312.MPG;00:05:07;37.32;BABAA;;Stahlbeton;Kreisprofil;Dorr/BeGü;700;700;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\F21A1130700312.MPG;2214621789;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\MESSDAT\Filderst\adt\F21A1130700312.kmd
6611;F4U3C_45600307.MPG;00:00:33;0.0;BAFCE;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 11.11.-12.11.2019\Sichtversion DVD 001\bin\F4U3C_45600307.MPG;2631244687;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 11.11.-12.11.2019\Sichtversion DVD 001\bin\MESSDAT\Garmisch\2019\F4U3C_45600307.kmd
105594;F4101P47300306.MPG;00:00:26;0.5;BAFCE;;Beton;Kreisförmig;Stegnitz;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Allgäu Airport GmbH\Memmingen, Allgäu Airport vom 27.04.-30.04.2020\Sichtversion 001\bin\F4101P47300306.MPG;184953082;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Allgäu Airport GmbH\Memmingen, Allgäu Airport vom 27.04.-30.04.2020\Sichtversion 001\bin\MESSDAT\Flughafe\n_MM\F4101P47300306.kmd
103471;_4754D15491515__.mpg;00:13:08;47.0;BAFCE;;Beton;Kreisprofil;Dorr/Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Wangen\Wangen im Allgäu, div. Ortsteile vom 11.08.-13.09.2016\Sichtversion 001\_4754D15491515__.mpg;3550393229;
25922;29R0670G.MPG;00:09:27;26.89;BAFCE;;Polypropylen;Kreisprofil;Dorr/Seidl;150;150;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\29R0670G.MPG;2847849266;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\29R0670G.kmd
55820;T2155I.MPG;00:06:01;46.24;BAFCE;;Beton;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\T2155I.MPG;3457552508;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\T2155I.kmd
28158;F4R7K_38200805.MPG;00:04:42;26.1;BCAZA;andere Art des Anschlusses, offen;Stahlbeton;Kreisprofil;Dorr/Alker;500;500;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Fa. Aarsleff Rohrsanierung GmbH\Oberstdorf, Kanalsanierung BA IV 2017 vom 02.11.-03.11.2017\Sichtversion DVD 001\F4R7K_38200805.MPG;2237970784;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Fa. Aarsleff Rohrsanierung GmbH\Oberstdorf, Kanalsanierung BA IV 2017 vom 02.11.-03.11.2017\Sichtversion DVD 001\MESSDAT\Aarsleff\2017\F4R7K_38200805.kmd
75788;530M215I.MPG;00:08:52;32.63;BCAZA;andere Art des Anschlusses, offen;Beton;Kreisprofil;Dorr/Möhring;300;300;-77.0;282.0;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Markt Ergolding\Ergolding, Plan 1 - 5 vom 11.06.-04.07.2019\Ergolding, Plan 1 vom 11.06.-14.06.2019\Sichtversion 001\530M215I.MPG;2646874309;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Markt Ergolding\Ergolding, Plan 1 - 5 vom 11.06.-04.07.2019\Ergolding, Plan 1 vom 11.06.-14.06.2019\Sichtversion 001\MESSDAT\Ergoldin\g2019\530M215I.kmd
99261;F4Q40_33860806.MPG;01:01:44;21.1;BCAZA;andere Art des Anschlusses, offen;Beton;Kreisförmig;Dorr/Alker;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Kirchheim u. Teck\2016\Kirchheim, Jesingen vom 22.08.-01.09.2016\Sichtversion 001\F4Q40_33860806.MPG;2694771182;
141447;F415IP2866080C.MPG;02:08:56;23.1;BCAZA;andere Art des Anschlusses, offen;Beton;Kreisförmig;Dorr/Alker;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Kirchheim Teck\2015\Kirchheim unter Teck, Rossberg-, Tannenbergstrasse vom 24.03.-26.03.2015\Sichtversion DVD 001\F415IP2866080C.MPG;2297170651;
51644;F4KUR_41330801.MPG;00:06:13;21.27;BCAZA;andere Art des Anschlusses, offen;Beton;Kreisprofil;Dorr/Alker;250;250;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\F4KUR_41330801.MPG;2921898538;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\MESSDAT\Wangen20\18\F4KUR_41330801.kmd
1740;10-44.1ASG110320.MPG;00:02:17;8.96;BCBZC;;Steinzeug;Kreisprofil;Dorr/Rinke;200;200;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Boehringer\2020\Boehringer Werksgelände, Infra, Zyklus 2 vom 09.03.-13.03.2020\Sichtversion 001\bin\10-44.1ASG110320.MPG;294011288;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Boehringer\2020\Boehringer Werksgelände, Infra, Zyklus 2 vom 09.03.-13.03.2020\Sichtversion 001\bin\MESSDAT\Boe_Infr\a_2020\10-44.1ASG110320.kmd
78494;K 5.15I20052019.MPG;00:00:28;0.0;BCBZC;;Beton;Kreisprofil;Gurschler;250;250;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, Schussensiedlung vom 20.05.-27.05.2019\digitale Filme\K 5.15I20052019.MPG;148637058;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, Schussensiedlung vom 20.05.-27.05.2019\Sichtversion ohne Filme\MESSDAT\GASchuss\ensiedl\K 5.15I20052019.kmd
105929;H-20.1.1ARG030620.MPG;00:00:18;0.0;BCBZC;;Polyethylen hoher Dichte;Kreisprofil;Dorr/Rinke;200;200;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Boehringer\2020\Boehringer Werksgelände, Geb. G71 vom 03.06.-04.06.2020\Sichtversion 001\bin\H-20.1.1ARG030620.MPG;1023075411;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Boehringer\2020\Boehringer Werksgelände, Geb. G71 vom 03.06.-04.06.2020\Sichtversion 001\bin\MESSDAT\Boehring\2020GS\H-20.1.1ARG030620.kmd
22281;KM07805G.MPG;00:02:28;4.4;BCBZC;;Steinzeug;;Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Tuttlingen\Tuttlingen, EKVO 2019 vom 01.07.-25.07.2019, 1. AR\Sichtversion 001\bin\KM07805G.MPG;1143163613;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Tuttlingen\Tuttlingen, EKVO 2019 vom 01.07.-25.07.2019, 1. AR\Sichtversion 001\bin\MESSDAT\Tuttling\en2019\KM07805G.kmd
64196;F4MNT_42040203.MPG;00:04:05;11.13;BCBZC;;Beton;Kreisprofil;Dorr/Fazio;200;200;67.0;70.0;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Lauben\Lauben, Stielings vom 19.11.-11.12.2018\Sichtversion 001\F4MNT_42040203.MPG;808973394;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Lauben\Lauben, Stielings vom 19.11.-11.12.2018\Sichtversion 001\MESSDAT\Lauben_S\tieling\F4MNT_42040203.kmd
134058;F41CEK3036050F.MPG;00:02:29;0.03;BABBC;;Beton;Kreisprofil;Dorr/Borys;400;400;32.0;33.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\DB Bahnbau Gruppe GmbH\GA Krumbach - Pfaffenhausen, km 28,136 - 31,214 vom 10.09.2015\Sichtversion DVD 001\F41CEK3036050F.MPG;2663629375;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\DB Bahnbau Gruppe GmbH\GA Krumbach - Pfaffenhausen, km 28,136 - 31,214 vom 10.09.2015\Sichtversion DVD 001\MESSDAT\DB_Bahnb\au\F41CEK3036050F.kmd
94833;F2UR6_34350502.MPG;00:03:04;3.9;BABBC;;Beton;Kreisprofil;Dorr/Seidl;250;250;13.0;30.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Seefeld\Seefeld, OT Unering vom 12.10.-14.10.2016\Sichtversion DVD 001\F2UR6_34350502.MPG;3875728885;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Seefeld\Seefeld, OT Unering vom 12.10.-14.10.2016\Sichtversion DVD 001\MESSDAT\Seefeld_\2016\F2UR6_34350502.kmd
79882;F4PKP_36990302.MPG;00:02:53;23.74;BABBC;;Polypropylen;Bogenförmig (kreisförmiger Scheitel und flache Sohle mit parallelen Wänden);Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\Abd Südbayern\A7 Vöhringen vom 26.06.-24.08.2017\Sichtversion 001\F4PKP_36990302.MPG;2523858614;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\Abd Südbayern\A7 Vöhringen vom 26.06.-24.08.2017\Sichtversion 001\MESSDAT\Abd_Sued\bayern\F4PKP_36990302.kmd
133679;F4TX3_27640404.MPG;00:03:05;25.61;BABBC;;Steinzeug;Kreisprofil;Dorr/Rinke;200;200;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Allgäu Airport GmbH & Co. KG\Memmingen, Allgäu Airport vom 10.12.-18.12.2014\Sichtversion DVD 001\F4TX3_27640404.MPG;3540589024;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Allgäu Airport GmbH & Co. KG\Memmingen, Allgäu Airport vom 10.12.-18.12.2014\Sichtversion DVD 001\MESSDAT\AllgäuAi\rport\F4TX3_27640404.kmd
114961;F4TTX_4758080E.MPG;00:11:38;39.84;BABBC;;Steinzeug;Kreisprofil;Dorr/Alker;200;200;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Markt Weitnau\Weitnau, Kleinweiler-Hofen vom 11.05.-03.06.2020\Sichtversion 001\bin\F4TTX_4758080E.MPG;2680776794;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Markt Weitnau\Weitnau, Kleinweiler-Hofen vom 11.05.-03.06.2020\Sichtversion 001\bin\MESSDAT\Weitnau2\020\F4TTX_4758080E.kmd
100593;AW 1.611I24102016.mpg;00:14:03;46.83;BCABA;Sattelanschluss - Loch gebohrt, offen;Stahlbeton;Kreisprofil;Michael Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Ravensburg\Ravensburg, Weststadt vom 22.09.-16.11.2016\digitale Filme\AW 1.611I24102016.mpg;368215995;
78052;1638E1I17072019.MPG;00:01:29;1.1;BCABA;Sattelanschluss - Loch gebohrt, offen;Stahlbeton;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\digitale Filme\1638E1I17072019.MPG;1694473619;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg2019\1638E1I17072019.kmd
2152;F4ONO_45810600.MPG;00:01:11;1.0;BCABA;Sattelanschluss - Loch gebohrt, offen;Mauerwerk;Eiförmig;Spaiu/Espig;1800;1380;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. ISAS GmbH\Mainz, Begehung Rheinallee vom 02.12.-03.12.2019\Sichtversion DVD 001\bin\F4ONO_45810600.MPG;3532605810;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. ISAS GmbH\Mainz, Begehung Rheinallee vom 02.12.-03.12.2019\Sichtversion DVD 001\bin\MESSDAT\ISAS-Mai\nz_19\F4ONO_45810600.kmd
131283;F4QWO_31840104.MPG;00:03:44;21.3;BCABA;Sattelanschluss - Loch gebohrt, offen;Stahlbeton;Kreisförmig;Dorr/Möhring;400;400;48.0;6.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Kirchheim u. Teck\2016\Kirchheim u. Teck, Gewährleistung 2010 Gänskragen vom 04.02.-12.02.2016\Sichtversion 001\F4QWO_31840104.MPG;2396357094;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Kirchheim u. Teck\2016\Kirchheim u. Teck, Gewährleistung 2010 Gänskragen vom 04.02.-12.02.2016\Sichtversion 001\MESSDAT\Kirchhei\m2016\F4QWO_31840104.kmd
23163;H_57280150.mpg;00:02:39;14.1;BCABA;Sattelanschluss - Loch gebohrt, offen;Steinzeug;Kreisprofil;M. Mangold;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Tübingen\Tübingen EKVO2018 vom\Tübingen 2018~2F1\H_57280150.mpg;4076436046;
36963;F4WYL_40520207.MPG;00:04:14;16.55;BAP;;Beton;Kreisprofil;Dorr/Fazio;300;300;102.0;119.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Riegsee vom 04.06.-07.09.2018\Sichtversion 001\F4WYL_40520207.MPG;3841508093;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Riegsee vom 04.06.-07.09.2018\Sichtversion 001\MESSDAT\Riegsee2\018-1\F4WYL_40520207.kmd
138435;F417UY30080313.MPG;00:07:00;16.7;BAP;;Steinzeug;Kreisförmig;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\F417UY30080313.MPG;3792688872;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\MESSDAT\Altenste\ig2015\F417UY30080313.kmd
37589;6R0252_6R0252_6R0253_D_07122017_111059.mpg;00:00:57;0.3;BAP;;Stahlbeton;Kreisprofil;G. Rottmair;800;800;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Schemmerhofen\Schemmerberg, diverse Strassen vom 13.11.2017-03.05.2018\Sichtversion 001\6R0252_6R0252_6R0253_D_07122017_111059.mpg;516604508;
26347;20R5095I.MPG;00:35:00;42.18;BAP;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R5095I.MPG;3049508544;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R5095I.kmd
15586;F412YC46930308.MPG;00:08:07;35.3;BAP;;Steinzeug;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\KKU EÜV 2018\Kempten, EÜV 2018, Nachuntersuchung vom 20.03.-26.03.2020\Sichtversion 001\bin\F412YC46930308.MPG;1999215169;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\KKU EÜV 2018\Kempten, EÜV 2018, Nachuntersuchung vom 20.03.-26.03.2020\Sichtversion 001\bin\MESSDAT\KKUEÜV20\18\F412YC46930308.kmd
